label,sheet,file,title,tag,date,license,page
N-109,n-sheet-13.jpg,nasa/tug_early-program-development_9902039.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902039
N-110,n-sheet-13.jpg,nasa/tug_early-program-development_9902040.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902040
N-111,n-sheet-13.jpg,nasa/tug_early-program-development_9902041.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902041
N-112,n-sheet-13.jpg,nasa/tug_early-program-development_9902043.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902043
N-113,n-sheet-13.jpg,nasa/tug_early-program-development_9902044.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902044
N-114,n-sheet-13.jpg,nasa/tug_early-program-development_9902057.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902057
N-115,n-sheet-13.jpg,nasa/tug_early-program-development_9902058.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902058
N-116,n-sheet-13.jpg,nasa/tug_early-program-development_9902061.jpg,Early Program Development,tug,1970-01-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9902061
C-001,c-sheet-01.jpg,commons/concept_artist-concept-of-cassini-spacecraft_PIA04233.jpg,Artist Concept of Cassini Spacecraft,concept,2002-12-21T10:47:08Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/PIA04233
C-002,c-sheet-01.jpg,commons/concept_dawn-spacecraft-gathering-spectral-data-from-vesta-artist-co_PIA12030.jpg,concept_dawn-spacecraft-gathering-spectral-data-from-vesta-artist-co_PIA12030,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=concept_dawn%20spacecraft%20gathering%20spectral%20data%20from%20vesta%20artist%20co_PIA12030
C-003,c-sheet-01.jpg,commons/concept_nasa-dawn-spacecraft-headed-for-vesta-artist-concept_PIA14125.jpg,NASA Dawn Spacecraft Headed for Vesta Artist Concept,concept,2011-05-03T18:00:48Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/PIA14125
C-004,c-sheet-01.jpg,commons/concept_nasa-stereo-a-spacecraft-observing-a-very-active-sun-artist_PIA18171.jpg,Artist rendering of STEREO-A (PIA18171).jpg,,,Public domain,https://commons.wikimedia.org/wiki/File:Artist_rendering_of_STEREO-A_(PIA18171).jpg
C-005,c-sheet-01.jpg,commons/concept_solar-terrestrial-relations-observatory-spacecraft-artist-co_PIA18172.jpg,STEREO (Solar TErrestrial RElations Observatory) SPACECRAFT EVENT - DPLA - b998eb29d04503d4ca7f3a319a5124d0.jpg,,,Public domain,https://commons.wikimedia.org/wiki/File:STEREO_(Solar_TErrestrial_RElations_Observatory)_SPACECRAFT_EVENT_-_DPLA_-_b998eb29d04503d4ca7f3a319a5124d0.jpg
C-006,c-sheet-01.jpg,commons/deep-space_nasa-s-voyager-probe-speeds-through-space-artist-s-concept_PIA26353.jpg,deep-space_nasa-s-voyager-probe-speeds-through-space-artist-s-concept_PIA26353,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=deep%20space_nasa%20s%20voyager%20probe%20speeds%20through%20space%20artist%20s%20concept_PIA26353
C-007,c-sheet-01.jpg,commons/habitat_arc-1976-ac76-0965_ARC-1976-AC76-0965.jpg,ARC-1976-AC76-0965,habitat,1976-06-11T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/ARC-1976-AC76-0965
C-008,c-sheet-01.jpg,commons/habitat_nasa-deputy-administrator-tours-bigelow-aerospace_201102040003HQ.jpg,NASA Deputy Administrator Tours Bigelow Aerospace,habitat,2011-02-04T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/201102040003HQ
C-009,c-sheet-01.jpg,commons/habitat_nasa-deputy-administrator-tours-bigelow-aerospace_201102040004HQ.jpg,NASA Deputy Administrator Tours Bigelow Aerospace,habitat,2011-02-04T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/201102040004HQ
C-010,c-sheet-02.jpg,commons/habitat_nasa-deputy-administrator-tours-bigelow-aerospace_201102040005HQ.jpg,NASA Deputy Administrator Tours Bigelow Aerospace,habitat,2011-02-04T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/201102040005HQ
C-011,c-sheet-02.jpg,commons/habitat_nasa-deputy-administrator-tours-bigelow-aerospace_201102040006HQ.jpg,NASA Deputy Administrator Tours Bigelow Aerospace,habitat,2011-02-04T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/201102040006HQ
C-012,c-sheet-02.jpg,commons/launch_installation-of-1-3-scale-model-of-space-shuttle-orbiter-int_AC75-2582.jpg,Main sequence star of type m 1.png,,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Main_sequence_star_of_type_m_1.png
C-013,c-sheet-02.jpg,commons/launch_space-shuttle-ssv-orbiter-model-in-40x80-foot-wind-tunnel_AC75-1161-003.jpg,Space Shuttle SSV Orbiter Model In 40x80 Foot Wind Tunnel (AC75-1161-003).jpg,,,Public domain,https://commons.wikimedia.org/wiki/File:Space_Shuttle_SSV_Orbiter_Model_In_40x80_Foot_Wind_Tunnel_(AC75-1161-003).jpg
C-014,c-sheet-02.jpg,commons/launch_the-space-shuttle-columbia-touches-down-on-lakebed-runway-23_ED06-0045-1.jpg,"The Space Shuttle Columbia touches down on lakebed runway 23 at Edwards Air Force Base, Calif , to conclude the first orbital shuttle mission (EC81-15104).jpg",,,Public domain,"https://commons.wikimedia.org/wiki/File:The_Space_Shuttle_Columbia_touches_down_on_lakebed_runway_23_at_Edwards_Air_Force_Base,_Calif_,_to_conclude_the_first_orbital_shuttle_mission_(EC81-15104).jpg"
C-015,c-sheet-02.jpg,commons/launch_the-space-shuttle-columbia-touches-down-on-lakebed-runway-23_ED06-0045-4.jpg,"The Space Shuttle Columbia touches down on lakebed runway 23 at Edwards Air Force Base, Calif , to conclude the first orbital shuttle mission (EC81-15104).jpg",,,Public domain,"https://commons.wikimedia.org/wiki/File:The_Space_Shuttle_Columbia_touches_down_on_lakebed_runway_23_at_Edwards_Air_Force_Base,_Calif_,_to_conclude_the_first_orbital_shuttle_mission_(EC81-15104).jpg"
C-016,c-sheet-02.jpg,commons/probe_dawn-spacecraft-processing_KSC-07PD-0859.jpg,Dawn Spacecraft Processing,probe,2007-04-10T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/KSC-07PD-0859
C-017,c-sheet-02.jpg,commons/probe_dawn-spacecraft-processing_KSC-07PD-0865.jpg,Dawn Spacecraft Processing,probe,2007-04-10T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/KSC-07PD-0865
C-018,c-sheet-02.jpg,commons/probe_dawn-spacecraft-secured_PIA12019.jpg,Dawn Spacecraft Secured,probe,2009-05-29T20:50:04Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/PIA12019
C-019,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240001.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240001
C-020,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240002.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240002
C-021,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240003.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240003
C-022,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240004.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240004
C-023,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240005.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240005
C-024,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240006.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240006
C-025,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240007.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240007
C-026,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240008.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240008
C-027,c-sheet-03.jpg,commons/propulsion_nasa-and-darpa-collaboration-on-rocket-propulsion-tech_NHQ202301240011.jpg,NASA and DARPA Collaboration on Rocket Propulsion Technology Ann,propulsion,2023-01-24T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/NHQ202301240011
C-028,c-sheet-04.jpg,commons/propulsion_researcher-poses-with-a-nuclear-rocket-model_GRC-1961-C-58453.jpg,Researcher Poses with a Nuclear Rocket Model,propulsion,1961-11-23T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/GRC-1961-C-58453
C-029,c-sheet-04.jpg,commons/pulp_aandrijfraketten-onbeschadigt-terug-naar-aarde-bestand.jpg,"Aandrijfraketten onbeschadigt terug naar aarde, Bestanddeelnr 914-9803.jpg",,,CC0,"https://commons.wikimedia.org/wiki/File:Aandrijfraketten_onbeschadigt_terug_naar_aarde,_Bestanddeelnr_914-9803.jpg"
C-030,c-sheet-04.jpg,commons/pulp_amazing-stories-april-1926-jpg.jpg,"Amazing Stories, April 1926. Volume 1, Number 1.jpg",,,Public domain,"https://commons.wikimedia.org/wiki/File:Amazing_Stories,_April_1926._Volume_1,_Number_1.jpg"
C-031,c-sheet-04.jpg,commons/pulp_amazing-stories-august-1946-back-cover-png.png,pulp_amazing-stories-august-1946-back-cover-png,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_amazing%20stories%20august%201946%20back%20cover%20png
C-032,c-sheet-04.jpg,commons/pulp_amazing-stories-june-1946-png.png,Amazing Stories June 1946.png,,,Public domain,https://commons.wikimedia.org/wiki/File:Amazing_Stories_June_1946.png
C-033,c-sheet-04.jpg,commons/pulp_amazing-stories-may-1926-jpg.jpg,2605 Amazing Stories May 1926.jpg,,,Public domain,https://commons.wikimedia.org/wiki/File:2605_Amazing_Stories_May_1926.jpg
C-034,c-sheet-04.jpg,commons/pulp_amazing-stories-november-1928-jpg.jpg,"Amazing Stories, November 1928.jpg",,,Public domain,"https://commons.wikimedia.org/wiki/File:Amazing_Stories,_November_1928.jpg"
C-035,c-sheet-04.jpg,commons/pulp_amazing-stories-quarterly-1930-fall-cover-jpg.jpg,Amazing Stories Quarterly 1930 Fall cover.jpg,,,Public domain,https://commons.wikimedia.org/wiki/File:Amazing_Stories_Quarterly_1930_Fall_cover.jpg
C-036,c-sheet-04.jpg,commons/pulp_amazing-stories-quarterly-1930-winter-cover-jpg.jpg,Amazing Stories Quarterly 1930 Winter cover.jpg,,,Public domain,https://commons.wikimedia.org/wiki/File:Amazing_Stories_Quarterly_1930_Winter_cover.jpg
C-037,c-sheet-05.jpg,commons/pulp_amazing-stories-september-1926-cover-png.png,"Amazing Stories, September 1926 - cover.png",,,Public domain,"https://commons.wikimedia.org/wiki/File:Amazing_Stories,_September_1926_-_cover.png"
C-038,c-sheet-05.jpg,commons/pulp_bell-telephone-magazine-1945-14756083792-jpg.jpg,Bell telephone magazine (1945) (14756083792).jpg,,,No restrictions,https://commons.wikimedia.org/wiki/File:Bell_telephone_magazine_(1945)_(14756083792).jpg
C-039,c-sheet-05.jpg,commons/pulp_bohemian-national-cemetery-chicago-frank-tuma-mausoleu.jpg,Bohemian National Cemetery Chicago Frank Tuma Mausoleum-0386.jpg,,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Bohemian_National_Cemetery_Chicago_Frank_Tuma_Mausoleum-0386.jpg
C-040,c-sheet-05.jpg,commons/pulp_coil-beam-spaceship-webp.png,Coil–beam spaceship.webp,,,CC0,https://commons.wikimedia.org/wiki/File:Coil%E2%80%93beam_spaceship.webp
C-041,c-sheet-05.jpg,commons/pulp_frank-paul-nuuausala-5557201798-jpg.jpg,FRANK-PAUL NUUAUSALA (5557201798).jpg,,,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:FRANK-PAUL_NUUAUSALA_(5557201798).jpg
C-042,c-sheet-05.jpg,commons/pulp_frank-paul-nuuausala-6913585743-jpg.jpg,FRANK PAUL NUUAUSALA (6913585743).jpg,,,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:FRANK_PAUL_NUUAUSALA_(6913585743).jpg
C-043,c-sheet-05.jpg,commons/pulp_frank-tunrer-senator-paul-sarbanes-2003-annual-meeting.jpg,pulp_frank-tunrer-senator-paul-sarbanes-2003-annual-meeting,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_frank%20tunrer%20senator%20paul%20sarbanes%202003%20annual%20meeting
C-044,c-sheet-05.jpg,commons/pulp_jonathan-lines-cindy-mccain-mark-brnovich-kimberly-yee.jpg,pulp_jonathan-lines-cindy-mccain-mark-brnovich-kimberly-yee,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_jonathan%20lines%20cindy%20mccain%20mark%20brnovich%20kimberly%20yee
C-045,c-sheet-05.jpg,commons/pulp_jonathan-lines-frank-riggs-mark-brnovich-kimberly-yee.jpg,pulp_jonathan-lines-frank-riggs-mark-brnovich-kimberly-yee,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_jonathan%20lines%20frank%20riggs%20mark%20brnovich%20kimberly%20yee
C-046,c-sheet-06.jpg,commons/pulp_journal-of-the-late-campaign-in-egypt-including-descri.jpg,pulp_journal-of-the-late-campaign-in-egypt-including-descri,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_journal%20of%20the%20late%20campaign%20in%20egypt%20including%20descri
C-047,c-sheet-06.jpg,commons/pulp_lives-of-the-presidents-of-the-united-states-of-americ.jpg,pulp_lives-of-the-presidents-of-the-united-states-of-americ,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_lives%20of%20the%20presidents%20of%20the%20united%20states%20of%20americ
C-048,c-sheet-06.jpg,commons/pulp_peck-and-snyder-s-encyclop-dia-and-price-list-of-all-o.jpg,pulp_peck-and-snyder-s-encyclop-dia-and-price-list-of-all-o,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_peck%20and%20snyder%20s%20encyclop%20dia%20and%20price%20list%20of%20all%20o
C-049,c-sheet-06.jpg,commons/pulp_plan-of-the-queen-s-jubilee-naval-review-at-spithead-2.jpg,pulp_plan-of-the-queen-s-jubilee-naval-review-at-spithead-2,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_plan%20of%20the%20queen%20s%20jubilee%20naval%20review%20at%20spithead%202
C-050,c-sheet-06.jpg,commons/pulp_stsci-unfolding-sequence-jpg.jpg,pulp_stsci-unfolding-sequence-jpg,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=pulp_stsci%20unfolding%20sequence%20jpg
C-051,c-sheet-06.jpg,commons/retro-art_the-soviet-union-1964-cpa-3089-souvenir-sheet-soviet-c.png,retro-art_the-soviet-union-1964-cpa-3089-souvenir-sheet-soviet-c,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=retro%20art_the%20soviet%20union%201964%20cpa%203089%20souvenir%20sheet%20soviet%20c
C-052,c-sheet-06.jpg,commons/retro-art_the-soviet-union-1964-cpa-3089a-souvenir-sheet-soviet.png,retro-art_the-soviet-union-1964-cpa-3089a-souvenir-sheet-soviet,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=retro%20art_the%20soviet%20union%201964%20cpa%203089a%20souvenir%20sheet%20soviet
C-053,c-sheet-06.jpg,commons/spaceplane_voyager-2-and-the-scale-of-the-solar-system-artist-concept_PIA22921.jpg,spaceplane_voyager-2-and-the-scale-of-the-solar-system-artist-concept_PIA22921,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=spaceplane_voyager%202%20and%20the%20scale%20of%20the%20solar%20system%20artist%20concept_PIA22921
C-054,c-sheet-06.jpg,commons/station_artist-s-concept-of-skylab-space-station-cluster-in-earth-s_S71-52192.jpg,station_artist-s-concept-of-skylab-space-station-cluster-in-earth-s_S71-52192,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=station_artist%20s%20concept%20of%20skylab%20space%20station%20cluster%20in%20earth%20s_S71%2052192
C-055,c-sheet-07.jpg,commons/station_international-space-station-iss_9410696.jpg,International Space Station (ISS),station,1994-09-21T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9410696
C-056,c-sheet-07.jpg,commons/station_international-space-station-iss_9802675.jpg,International Space Station (ISS),station,1997-06-01T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9802675
C-057,c-sheet-07.jpg,commons/station_international-space-station-iss_9906376.jpg,International Space Station (ISS),station,2004-04-15T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/9906376
C-058,c-sheet-07.jpg,commons/structure_hubble-space-telescope-hst-above-ov-103-s-plb-during-sts-31_s31-04-027.jpg,structure_hubble-space-telescope-hst-above-ov-103-s-plb-during-sts-31_s31-04-027,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=structure_hubble%20space%20telescope%20hst%20above%20ov%20103%20s%20plb%20during%20sts%2031_s31%2004%20027
C-059,c-sheet-07.jpg,commons/structure_hubble-space-telescope-hst-solar-array-sa-panel-deploy_s31-10-023.jpg,Hubble Space Telescope (HST) solar array (SA) panel deployment during STS-31,structure,1990-04-25T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/s31-10-023
C-060,c-sheet-07.jpg,commons/structure_hubble-space-telescope-hst-solar-array-sa-panel-deployment-d_s31-10-023.jpg,structure_hubble-space-telescope-hst-solar-array-sa-panel-deployment-d_s31-10-023,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=structure_hubble%20space%20telescope%20hst%20solar%20array%20sa%20panel%20deployment%20d_s31%2010%20023
C-061,c-sheet-07.jpg,commons/structure_james-webb-space-telescope-second-primary-mirror-deployment_NHQ202201080008.jpg,structure_james-webb-space-telescope-second-primary-mirror-deployment_NHQ202201080008,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=structure_james%20webb%20space%20telescope%20second%20primary%20mirror%20deployment_NHQ202201080008
C-062,c-sheet-07.jpg,commons/structure_james-webb-space-telescope-second-primary-mirror-deployment_NHQ202201080031.jpg,structure_james-webb-space-telescope-second-primary-mirror-deployment_NHQ202201080031,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=structure_james%20webb%20space%20telescope%20second%20primary%20mirror%20deployment_NHQ202201080031
C-063,c-sheet-07.jpg,commons/structure_sts-31-pre-deployment-checkout-of-the-hubble-space-tel_s31-10-016.jpg,STS-31 pre-deployment checkout of the Hubble Space Telescope (HST) on OV-103,structure,1990-04-25T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/s31-10-016
C-064,c-sheet-08.jpg,commons/structure_sts-31-pre-deployment-checkout-of-the-hubble-space-tel_s31-10-017.jpg,STS-31 pre-deployment checkout of the Hubble Space Telescope (HST) on OV-103,structure,1990-04-25T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/s31-10-017
C-065,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-a-worker-at-hangar-a-e-cape-c_KSC-03pd2293.jpg,"KENNEDY SPACE CENTER, FLA.  -  A worker at Hangar A&E, Cape Canaveral Air Force Station, place the lower panels of the canister around the Space Infrared Telesc",thermal,2003-08-07T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/KSC-03pd2293
C-066,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-a-worker-at-hangar-a-e-cape-canaver_KSC-03pd2293.jpg,thermal_kennedy-space-center-fla-a-worker-at-hangar-a-e-cape-canaver_KSC-03pd2293,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=thermal_kennedy%20space%20center%20fla%20a%20worker%20at%20hangar%20a%20e%20cape%20canaver_KSC%2003pd2293
C-067,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-in-hangar-a-e-cape-canaveral-air-fo_KSC-03pd2300.jpg,thermal_kennedy-space-center-fla-in-hangar-a-e-cape-canaveral-air-fo_KSC-03pd2300,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=thermal_kennedy%20space%20center%20fla%20in%20hangar%20a%20e%20cape%20canaveral%20air%20fo_KSC%2003pd2300
C-068,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-in-hangar-a-e-cape-canaveral_KSC-03pd2300.jpg,"KENNEDY SPACE CENTER, FLA.  -  In Hangar A&E, Cape Canaveral Air Force Station, the upper canister is mated to the middle panels around the Space Infrared Teles",thermal,2003-08-07T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/KSC-03pd2300
C-069,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-workers-at-hangar-a-e-cape-ca_KSC-03pd2294.jpg,"KENNEDY SPACE CENTER, FLA.  - Workers at Hangar A&E, Cape Canaveral Air Force Station, place the middle row of panels to encapsulate the Space Infrared Telescop",thermal,2003-08-07T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/KSC-03pd2294
C-070,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-workers-at-hangar-a-e-cape-canavera_KSC-03pd2294.jpg,thermal_kennedy-space-center-fla-workers-at-hangar-a-e-cape-canavera_KSC-03pd2294,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=thermal_kennedy%20space%20center%20fla%20workers%20at%20hangar%20a%20e%20cape%20canavera_KSC%2003pd2294
C-071,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-working-from-a-stand-technici_KSC-03pd2301.jpg,"KENNEDY SPACE CENTER, FLA.  -  Working from a stand, technicians fasten the upper portion of the canister to the middle panels around the Space Infrared Telesco",thermal,2003-08-07T00:00:00Z,NASA media usage guidelines (generally public domain),https://images.nasa.gov/details/KSC-03pd2301
C-072,c-sheet-08.jpg,commons/thermal_kennedy-space-center-fla-working-from-a-stand-technicians-fa_KSC-03pd2301.jpg,thermal_kennedy-space-center-fla-working-from-a-stand-technicians-fa_KSC-03pd2301,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=thermal_kennedy%20space%20center%20fla%20working%20from%20a%20stand%20technicians%20fa_KSC%2003pd2301
F-001,f-sheet-01.jpg,fiction/art_borkum-evangelisch-reformierte-kirche-2020-2675-jpg.jpg,"Borkum, Evangelisch-reformierte Kirche -- 2020 -- 2675.jpg",art,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Borkum,_Evangelisch-reformierte_Kirche_--_2020_--_2675.jpg"
F-002,f-sheet-01.jpg,fiction/art_d-lmen-skulptur-anna-katharina-emmerick-heilig-kreuz.jpg,"Dülmen, Skulptur -Anna Katharina Emmerick- (Heilig-Kreuz-Kirche) -- 2014 -- 3188.jpg",art,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Skulptur_-Anna_Katharina_Emmerick-_(Heilig-Kreuz-Kirche)_--_2014_--_3188.jpg"
F-003,f-sheet-01.jpg,fiction/art_eckernf-rde-restaurantschiff-2023-1066-jpg.jpg,"Eckernförde, Restaurantschiff -- 2023 -- 1066.jpg",art,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Eckernf%C3%B6rde,_Restaurantschiff_--_2023_--_1066.jpg"
F-004,f-sheet-01.jpg,fiction/art_hamburg-kontorhausviertel-chilehaus-2016-3420-jpg.jpg,"Hamburg, Kontorhausviertel, Chilehaus -- 2016 -- 3420.jpg",art,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Hamburg,_Kontorhausviertel,_Chilehaus_--_2016_--_3420.jpg"
F-005,f-sheet-01.jpg,fiction/art_hamburg-kontorhausviertel-chilehaus-2016-3435-jpg.jpg,"Hamburg, Kontorhausviertel, Chilehaus -- 2016 -- 3435.jpg",art,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Hamburg,_Kontorhausviertel,_Chilehaus_--_2016_--_3435.jpg"
F-006,f-sheet-01.jpg,fiction/art_pirate-ship-geograph-org-uk-7310615-jpg.jpg,"""Pirate Ship"" - geograph.org.uk - 7310615.jpg",art,,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:%22Pirate_Ship%22_-_geograph.org.uk_-_7310615.jpg
F-007,f-sheet-01.jpg,fiction/fiction_1967-cpa-3549-1-jpg.jpg,1967 CPA 3549 (1).jpg,fiction,1967,Public domain,https://commons.wikimedia.org/wiki/File:1967_CPA_3549_(1).jpg
F-008,f-sheet-01.jpg,fiction/fiction_1967-cpa-3549-2-jpg.jpg,1967 CPA 3549 (2).jpg,fiction,1967,Public domain,https://commons.wikimedia.org/wiki/File:1967_CPA_3549_(2).jpg
F-009,f-sheet-01.jpg,fiction/fiction_3d-render-of-a-fictional-spacecraft-jpg.jpg,3D render of a fictional spacecraft.jpg,fiction,2017-02-11,CC0,https://commons.wikimedia.org/wiki/File:3D_render_of_a_fictional_spacecraft.jpg
F-010,f-sheet-02.jpg,fiction/fiction_aa2k7-18-jpg.jpg,Aa2k7 18.jpg,fiction,2007,Public domain,https://commons.wikimedia.org/wiki/File:Aa2k7_18.jpg
